L,INSTANCE,PT,GUROBI,MIPGAP
15,19,-37623.0,-37623.0,0.0000000
15,20,-38082.0,-38082.0,0.0000000
15,21,-38145.0,-38145.0,0.0000000
15,22,-38391.0,-38391.0,0.0000000
15,23,-37984.0,-37984.0,0.0000000
15,24,-38632.0,-38632.0,0.0000000
15,25,-37643.0,-37643.0,0.0000000
15,26,-38099.0,-38099.0,0.0000000
15,27,-37418.0,-37418.0,0.0000000
15,28,-38331.0,-38331.0,0.0000000
15,29,-38116.0,-38116.0,0.0000000
15,30,-38256.0,-38256.0,0.0000000
15,31,-38419.0,-38419.0,0.0000000
15,32,-37345.0,-37345.0,0.0000000
15,33,-38275.0,-38275.0,0.0000000
15,34,-38443.0,-38443.0,0.0000000
15,35,-37927.0,-37927.0,0.0000000
15,36,-37635.0,-37635.0,0.0000000
15,37,-37526.0,-37526.0,0.0000000
15,38,-37831.0,-37831.0,0.0000000
15,39,-38051.0,-38051.0,0.0000000
15,40,-37954.0,-37954.0,0.0000000
15,41,-37506.0,-37506.0,0.0000000
15,42,-37483.0,-37483.0,0.0000000
15,43,-37653.0,-37653.0,0.0000000
15,44,-38362.0,-38362.0,0.0000000
15,45,-37637.0,-37637.0,0.0000000
15,46,-37482.0,-37482.0,0.0000000
15,47,-38069.0,-38069.0,0.0000000
15,48,-37689.0,-37689.0,0.0000000
15,49,-37261.0,-37261.0,0.0000000
15,50,-38059.0,-38059.0,0.0000000
15,51,-37552.0,-37552.0,0.0006924
15,52,-38136.0,-38136.0,0.0000000
15,53,-38543.0,-38543.0,0.0000000
15,54,-37922.0,-37922.0,0.0000000
15,55,-37509.0,-37295.0,0.0074541
15,56,-37936.0,-37936.0,0.0000000
15,57,-37541.0,-37211.0,0.0117170
15,58,-38095.0,-38095.0,0.0000000
15,59,-38114.0,-38114.0,0.0000000
15,60,-37871.0,-37871.0,0.0000000
15,61,-37799.0,-37799.0,0.0000000
15,62,-38014.0,-38014.0,0.0000000
15,63,-37552.0,-37552.0,0.0000000
15,64,-37706.0,-37424.0,0.0107418
15,65,-38346.0,-38346.0,0.0000000
15,66,-37696.0,-37696.0,0.0000000
15,67,-37910.0,-37910.0,0.0000000
15,68,-38152.0,-38152.0,0.0000000
15,69,-37566.0,-37566.0,0.0000000
15,70,-37425.0,-37425.0,0.0000000
15,71,-38233.0,-38233.0,0.0000000
15,72,-37992.0,-37992.0,0.0000000
15,73,-37296.0,-37296.0,0.0000000
15,74,-38318.0,-38318.0,0.0000000
15,75,-38262.0,-38262.0,0.0000000
15,76,-38023.0,-38023.0,0.0000000
15,77,-37279.0,-37279.0,0.0000000
15,78,-38117.0,-38117.0,0.0000000
15,79,-37936.0,-37936.0,0.0000000
15,80,-38037.0,-38037.0,0.0000000
15,81,-37486.0,-37486.0,0.0000000
15,82,-37717.0,-37717.0,0.0000000
15,83,-37545.0,-37545.0,0.0000000
15,84,-37867.0,-37867.0,0.0000000
15,85,-37820.0,-37820.0,0.0000000
15,86,-37752.0,-37752.0,0.0000000
15,87,-38013.0,-38013.0,0.0000000
15,88,-37900.0,-37900.0,0.0000000
15,89,-37832.0,-37832.0,0.0000000
15,90,-38037.0,-38037.0,0.0000000
15,91,-37650.0,-37650.0,0.0000000
15,92,-37869.0,-37869.0,0.0000000
15,93,-38271.0,-38271.0,0.0000000
15,94,-38035.0,-38035.0,0.0000000
15,95,-37486.0,-37486.0,0.0000000
15,96,-37477.0,-37477.0,0.0000000
15,97,-37714.0,-37714.0,0.0000000
15,98,-38188.0,-38188.0,0.0000000
15,99,-37833.0,-37833.0,0.0000000
15,100,-37239.0,-37239.0,0.0000000
15,101,-38041.0,-38041.0,0.0000000
15,102,-37303.0,-37097.0,0.0073321
15,103,-38314.0,-38314.0,0.0000000
15,104,-37243.0,-37243.0,0.0000000
15,105,-38035.0,-38035.0,0.0000000
15,106,-37544.0,-37544.0,0.0000000
15,107,-37558.0,-37558.0,0.0000000
15,108,-37411.0,-37411.0,0.0000000
15,109,-37983.0,-37983.0,0.0000000
15,110,-38111.0,-38111.0,0.0000000
15,111,-38395.0,-38395.0,0.0000000
15,112,-37599.0,-37599.0,0.0000000
15,113,-37199.0,-37199.0,0.0000000
15,114,-37894.0,-37894.0,0.0000000
15,115,-37543.0,-37543.0,0.0000000
15,116,-37887.0,-37887.0,0.0000000
15,117,-38150.0,-38150.0,0.0000000
15,118,-38142.0,-38142.0,0.0000000
15,119,-37771.0,-37771.0,0.0000000
15,120,-37324.0,-37324.0,0.0000000
15,121,-37672.0,-37672.0,0.0000000
15,122,-38159.0,-38159.0,0.0000000
15,123,-37701.0,-37701.0,0.0000000
15,124,-37500.0,-37500.0,0.0000000
